stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.44,0,0,0,1.89,0,0.51,0
3dpf,0,0,0,0,0.52,0,0,0
5dpf,1.01,0.62,0.54,0.4,2.09,0.79,0,5.3
