stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,0,0.65,0,0,0
3dpf,0.35,0,1.27,0,0
5dpf,0,0,0.29,0,0.55
10dpf,1.64,0,3.5,1.69,4.48
