stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0.55,0,0,0,0
3dpf,0.65,0,0,0,0,0,0
5dpf,0,0,0.41,0.82,3.07,0.33,0
10dpf,1.22,0.76,0.64,0,0,0,0.67
