stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0,0,0.61
3dpf,0.4,0,0,0,0.91,0,0.78,39.89
5dpf,0.3,0,0.63,0.86,1.57,0,0.72,193.53
10dpf,12.51,2.84,1.18,0,5.99,1.1,0.82,413.04
