stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,0,0,1.16,0,0
3dpf,58.25,0,0.68,0,0
5dpf,0.47,36.47,1.09,0.55,1.22
10dpf,40.7,0,0,0,1.04
