stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.27,0.92,3.25,0,0,0.66,1.32
3dpf,0,0,0.38,0,0.82,0,0
5dpf,0,0,2.4,0.56,3.81,0,0.3
10dpf,3.21,0,0.63,0.98,0.45,0,0
