stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,4.45,0,0,2.4,0,0.81,5.51
3dpf,2.61,0.62,0,0,1.49,0,2.84
5dpf,2.9,0.35,2.34,0.33,2.31,0.89,11.07
10dpf,3.32,0.48,2.27,4.35,0.74,0.81,7.3
