stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0,0,1.05,0,0,0,0
2dpf,1.85,0,15.3,0.93,0,0.63,0
3dpf,1.63,0,3.73,0.96,0.87,0,0
5dpf,0.39,0,21.5,1.04,2.29,0,1.54
10dpf,1.22,0.8,16.16,0,0,0,0
