stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.96,0,0,0.68,1.25,0.62,0.68
3dpf,1.74,0,0,0,1.34,0,0
5dpf,0,0.39,1.1,0,0,0.39,0
