stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,1.82,0,0.6,0
3dpf,1.09,0.31,0,0,0,0.58
5dpf,0.29,2.42,1.05,2.46,0.86,4.1
10dpf,3.72,2.21,0,0,0,1.75
