stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,4.59,0,1.61,2.42,0,0.52
3dpf,24.31,0,0.77,7.83,0,0.43
5dpf,19.76,0.78,0.91,0.39,0.3,2.09
10dpf,28.25,2.43,6.34,3.45,1.21,0
