stage,central_nervous_system,hematopoietic_system,mesenchyme,periderm
2dpf,0,0,4.62,0.91
3dpf,2.65,0,0.78,0
5dpf,0,4.46,0.93,0.39
10dpf,0,5.82,0.97,0
