stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme
2dpf,1.49,0,0.93,1.05
3dpf,0.37,0,0,0
5dpf,0,0,0,0.73
10dpf,1.11,0.43,0,0
