stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,2.95,0,0,3.87,0,1.81,0
3dpf,11.02,0,0.77,1.7,3.46,0,0.45
5dpf,5.98,0.87,3.17,0,4.39,2.78,0
10dpf,53.07,0,0.86,0,0.89,8.17,0
