stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
2dpf,3.99,0,0,0,0
3dpf,2.06,1.26,0,0.42,0
5dpf,0,0,0,2.51,1.67
10dpf,2.36,0.42,1,3.92,0.84
