stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.4,0,0,0,0,1.04
3dpf,1.53,0,0.59,0,0,0.79
5dpf,0.55,0,0,0.72,1.11,0
10dpf,0.66,1.17,0,0.6,0,1.53
