stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
16hpf,0,0,0,0,0,2.64
19hpf,0,0,0,0,0,4.78
24hpf,0,0,0,0,0,2.78
2dpf,1.77,1.77,0.51,6.47,1.3,1.24
3dpf,4.72,0.57,0,9.13,0,0
5dpf,14.51,3.55,0.81,17.91,0.48,3.44
10dpf,7.87,3.34,0,9.82,0,0.4
