stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,5.11,0,2.66,6.91,0,0,1.13
3dpf,73.59,0.44,0.55,4.37,1.59,0,0
5dpf,2.27,0.62,0.53,3.92,1.59,2.03,0.41
10dpf,41.96,0,0,3.52,1.05,0.49,0
