stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,3.12,0,0,0,1.31,0.5,0,0
3dpf,30.46,0.64,0,0,3.41,0,0,0.39
5dpf,1.3,0,0.37,0.56,4.75,1.55,0.6,2.47
10dpf,38.98,0,0.45,0.42,3.77,1.42,0,0
