stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,1.53,0.48,1.35,0
3dpf,1.7,0,0.83,0
5dpf,0.38,0,0.39,0.43
10dpf,7.63,0,0.52,0
