stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,5433.14,85.27,28.5,0,764.77,88.09,0,63.43,1857.05,2011.17
12hpf,4215.84,127.35,48.02,136.74,1000.67,151.6,9.76,150.02,1677.78,1294.17
14hpf,2888.61,43.81,158.79,147.21,647.98,286.79,53.69,25.52,971.48,1004.43
16hpf,3169.27,127.75,209.3,181.58,930.53,364.39,105.9,66.02,1157.07,1241.37
19hpf,3548.95,36.8,19.16,78.25,446.37,167.08,101.58,22.09,274.84,515.18
24hpf,2444.32,36,58.25,63.39,504.7,179.07,61,5.34,259.41,230.06
2dpf,1410.46,29.05,74.4,117.6,633.41,908.16,107.97,7.5,279.9,278.71
3dpf,2353.28,19.56,14,34.08,38.91,446.55,23.4,0,46.03,77.63
5dpf,318,34.72,92.26,114.3,82.47,748.42,66.33,28.73,168,387.71
10dpf,813.55,24.8,45.43,42.63,27.08,273.92,14.87,0.57,45.54,47.92
