stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm
2dpf,0,0,1.73,1.06
3dpf,7.76,0,0.7,0
5dpf,0,0.52,0.84,0
10dpf,0.4,0,0,0
