stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
2dpf,0,0,0,0.59,0
3dpf,0.39,10.18,0,1.52,0.3
5dpf,0,72.29,0.51,0.51,3.34
10dpf,2.23,36.55,0,0.67,0
