stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,872.99,0,17.24,0,80.51,0,0,18.17,527.7,100.42
12hpf,2532.37,46.83,34.3,89.31,498.5,107.17,0,121.6,1894.44,537.54
14hpf,457.21,6.91,79.56,16.85,96.52,59.42,2.98,0,312.47,172.92
16hpf,1207.9,36.41,214.1,37.69,341.24,147.03,38.31,25.16,833.09,390.36
19hpf,618.25,14.3,28.25,7.79,73.39,42.18,24.53,4.22,166.77,66.73
24hpf,564.99,14.16,44.48,9.87,138.97,60.22,39.72,2.57,277.8,50.76
2dpf,453.26,29.25,20.16,31.34,152.21,317.65,46.2,2.95,155.1,68.87
3dpf,484.8,16.28,11.26,9.57,11.8,151.3,15.1,0,21.58,31.2
5dpf,172.35,13.83,75.49,56.83,45.57,742.66,45.51,26.88,164.37,353.41
10dpf,482.27,54.15,58.94,58.04,51.16,917.19,39.12,0.8,175.85,71.81
