stage,central_nervous_system,endoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.6,0,0,0,0
3dpf,2.48,2.04,0.36,0.61,0.46
5dpf,0,1.3,1.16,0.99,1.98
10dpf,1.26,3,0.38,0.37,0.38
