stage,central_nervous_system,hematopoietic_system,mesenchyme,periderm
2dpf,1.78,0,1.24,0
3dpf,5.95,0,0,0.46
5dpf,10.09,0.7,3.71,0.67
10dpf,13.77,0,1.31,0
