stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
10hpf,0,9.12,0,0,0
2dpf,0.63,0,0.69,0,0
3dpf,1.04,0,0.93,0,0
5dpf,0.41,0,0.31,0,0.48
10dpf,6.13,0,0.6,1.54,0
