stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,1.37,0,0,0.9,0,0,0,0,0
3dpf,0.96,1.42,0,0,0,0,0,0,0
5dpf,6.05,26.55,3.09,4.16,26.28,3.1,0.61,6.28,9.24
10dpf,10.84,64.52,1.94,0,3.83,0,0,3.17,0
