stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,0.7,0,0,0.49,0,0.48,0
3dpf,0.78,0.29,0.29,0.54,0.57,0,0
5dpf,0,0.97,0.44,2.44,0,0,0.36
10dpf,4.77,0,0,0.5,0,0,0
