stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm
2dpf,2.3,0,0,0,1.29,1.54,0.53,0
3dpf,4.82,0,0,0,1.57,0,0,0
5dpf,0.47,0,1.82,1.91,0.42,0,1.3,0.52
10dpf,1.57,0.44,1.43,1.33,1.94,0.69,0,0
