stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0,0.68,0,3.31,0
3dpf,0,0,0.82,0,0,0,1.38
5dpf,0,0,2.03,1.68,0.46,1.29,0
10dpf,1.03,0.83,2.07,0,0,0,2.54
