stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,1.18,0,0,0
3dpf,0,0.35,0,0,0.57
5dpf,0,39.4,0.38,1.57,0
10dpf,1.01,170.27,0,0,0
