stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.38,0,0,1.18,1.51,0.56,0,0.48
3dpf,3.85,6.2,1.39,0,1.35,0,0,0
5dpf,0.43,0.35,0,0,2.03,0,0,1
10dpf,1.58,0,0,0,0.44,0,0.84,0.99
