stage,central_nervous_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
16hpf,0,0,0,0,13.82,0
24hpf,0,0,0,0,132.56,0
2dpf,7.91,2.83,1.2,0,6.19,3.08
3dpf,0.88,0,0,0,3.43,0
5dpf,0,0,0.84,0.32,6.85,0
10dpf,0,0,0.43,0,2.55,0
