stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
24hpf,43.2,0,0,0,0
2dpf,31.68,7.38,8.99,61.51,3.25
3dpf,24.66,0,0.3,1.37,0
5dpf,9.41,0.49,0,0.99,2.05
10dpf,8.01,0,0,0,0.75
