stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.67,1.11,0.68,2.79,0,2.3
3dpf,0.92,0,0,0.73,0,0
10dpf,0,0,0,0,1.17,0
