stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,1.32,0,1.02,0,4.98,0
3dpf,13.81,0,0.95,0.3,0.35,0
5dpf,0.68,0,1.2,0,2.79,0
10dpf,11.92,1.05,0,0,2.73,0.87
