stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme
14hpf,0,0,2.45,0
2dpf,5.33,0,0,0
3dpf,1.17,0,0.65,0
5dpf,0.6,0,0,0
10dpf,0.56,0.89,0,0.39
