stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0.99,0,2.86,1.52,2.58,1.55
3dpf,8.29,0,1.33,2.78,0,0,0.5
5dpf,1.32,0,0,6.57,0.4,3.33,2.56
10dpf,7.85,0.41,0,0.48,1.47,0,0.57
