stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.62,0,0,0,0
3dpf,0,0,0.45,0,0.32
5dpf,0,0,0,0,1.21
10dpf,0,2.52,0,0.41,0
