stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,14.84
14hpf,0,0,0,0,0,0,0,152.78
19hpf,0,0,0,0,0,0,0,423.57
24hpf,0.85,0,0,0,0,0,0,60.71
2dpf,3.41,0,2.43,0,5.59,0,1.48,192.97
3dpf,6.83,3.33,1.35,0.73,2.64,0,0,95.08
5dpf,0,0,3.43,0,3.08,0.29,0,278.8
10dpf,10.64,1.2,0,0,0.48,0,0.94,84.44
