stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,11.04,0,1.41,0,1.17
3dpf,2.37,0,0,0,0
5dpf,3.67,0.83,0,1.01,1.47
10dpf,3.22,0,0,1.91,0.93
