stage,central_nervous_system,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0,0,22.78,1.12,0,0
3dpf,4.12,0.45,0.37,0,0,0
5dpf,0,2.26,5.49,0,0.46,1.84
10dpf,0,1.19,8.86,0,0,0.57
