stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,4.02,0,0.53,2.07,0,2.58
3dpf,0.76,0,0,0.63,0,0.94
5dpf,2.29,0,0,0.83,0,1.14
10dpf,2.69,0.47,0,0.48,1.29,0
