stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
24hpf,0,0,0,0,1.64
2dpf,0.6,0,0,0,6.28
3dpf,0.45,0,0,0,8.43
5dpf,2.1,0.35,0.69,2.49,53.9
10dpf,2.62,1.25,0,0,34.36
