stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,neural_crest,paraxial_mesoderm,periderm
12hpf,0,42.86,0,0,0,0,0
14hpf,0,0,2.88,0,0,0,0
16hpf,0,22.29,0,0,0,0,0
2dpf,0,0,0,0,3.02,0,0
3dpf,0.55,0,0,0.41,0.93,0,0
5dpf,0.62,0,1.11,1.85,2.94,0.66,0.32
10dpf,0,0,0,0,2.69,0,0
