stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0.55,0,0,0,0
3dpf,1.6,0.31,0,4.36,0.74,0.36,0
5dpf,0.48,2,14.07,1.33,2.02,1.9,2.52
10dpf,2.16,2.26,236.1,0.54,0,1.95,0.41
