stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,4.36,0,0.82,1,1.29,0,0,12.8,0
3dpf,2.81,0,0,0,1.43,15.47,0,0.83,0
5dpf,1.45,0.48,0.9,0,0,27.9,3.17,533.55,1.38
10dpf,0.68,0,0,0.37,0,6.88,0,8.82,0
