stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.8,0,0,0,0,0.7,0
3dpf,1.32,0,0,0,0.39,0,0.4
5dpf,0,0.32,0,0,2.46,1.11,1.24
10dpf,1.29,0,0.45,0.86,0,0,0
