stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.94,0,0,0.61,0.87
3dpf,5.23,0,0.62,0,0
5dpf,0.87,0,1.62,0,0.67
10dpf,1.32,0.5,0,0,0
