stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest
2dpf,0,1.71,0,0,0,0
3dpf,0,2.02,0.3,0.33,1.04,0
5dpf,0.36,22.97,0.6,0.66,4.14,0.52
10dpf,0,19.76,0.57,2.07,0.95,0
