stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
12hpf,3.79,0,0,0,1.82,2.17
2dpf,1.42,0,0.95,5.6,0,4.92
3dpf,0.91,0,0.43,1.45,0,4.74
5dpf,0,0,0,1.01,0,33.82
10dpf,2.23,0.94,3.39,1.3,0,7.43
