stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0.51,3.27,8.73,0,0
3dpf,1.16,0,1.22,0.79,0,0
5dpf,1.66,1,0,0.74,0.49,0.39
10dpf,0,1.92,0,0,0,0
