stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,4.92,0.69,1.21,1.03,6.39,2.44,2.51,3.34
3dpf,18.88,0.76,0.31,1.38,7.42,0,0.29,0.32
5dpf,0,0.47,0,0,3.07,0,0.63,0
10dpf,2.31,0,0,0,0,0,0,0
