stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,1.22,2.1,0,0.87,0
3dpf,6.7,0,0,5.46,0,0,0
5dpf,6.91,2.38,1.89,6.57,0.96,0.41,3.06
10dpf,197.6,11.35,0,4.11,0,0,0.58
