stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,3.23,1.46,0,0,0,0
3dpf,0,0.6,0,0.83,0,0
5dpf,0,5.58,0.32,0.65,0,0.81
10dpf,0,2.94,0,0.94,0.51,0
