stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,2.31,0.85,0,0
3dpf,2.04,0,0.33,0.43
5dpf,0,0.59,0,0
10dpf,1.5,0,0.84,0.69
