stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,36.75,0,0,0,12.97,0,0,0,27.24,174.54
12hpf,268.57,11.02,2.22,13.01,35.07,5.22,0,41.54,94.71,199.3
14hpf,172.29,9.99,13.29,57.94,47.39,10.14,2.56,48.49,113.8,869.1
16hpf,362.08,69.94,25.24,135.33,128.49,52.37,11.66,54.49,186.34,836.7
19hpf,296.79,24.78,17.22,132.37,95.53,18.48,6.82,40.96,49.22,1619.81
24hpf,314.03,49.6,125.84,304.65,256.57,93.23,24.54,25.95,87.5,555.2
2dpf,1323.12,63.39,207.42,692.47,785.04,1818.49,171.03,79.5,309.06,3115.29
3dpf,1152.21,86.88,26.25,126.52,78.76,924.19,11.4,1.06,43.22,477.33
5dpf,465.31,148.4,214.54,697.59,122.81,1447.63,77.94,103.23,147.98,2225.08
10dpf,659.78,107.4,119.22,300.21,82.92,800.24,21.38,4.96,70.76,528.07
