stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,6.21,0,1.1,1.15,0,0,0.5,0.62
3dpf,4.72,0.58,0,1.37,0,0,0,1.88
5dpf,0,0,0.73,0.29,0,0.33,0,1.22
10dpf,5.07,0.37,0,7.31,0.8,0,1.55,4.45
