stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,1.13,0.49,0
3dpf,2.85,0.45,0,0,0
5dpf,0,0,0,1.27,0.67
10dpf,2.48,0.64,0,0,0
