stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,4.48,0,0,1.75,0,0,0
3dpf,5.98,0.72,1.5,0,5.93,0,0
5dpf,1.79,2,0,1.4,8.68,0.38,0.45
10dpf,4.09,0,1.19,0,0.52,1.04,0.83
