stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,3.15,0,2.3,1.37,3.27,0,0,1.28,6.61
3dpf,21.99,0,1.6,2.42,14.35,0.39,0,0.64,2.68
5dpf,2.93,1.7,2.6,0.31,4.1,0.49,0.5,0.39,5.02
10dpf,19.84,0.95,0.94,1.93,14.46,3.42,0,1.75,1.83
