stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,0,0,0.9,0,0,0
3dpf,1.44,0,0.32,5.28,0,0
5dpf,0.41,1.53,2.93,20.94,0.32,0.33
10dpf,1.51,0.86,0,31.13,0,0
