stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,97.38,0,8.74,0,45.05,0,0,17.88,72,9.64
12hpf,340.35,24.01,6.33,20.02,129.26,48.79,1.99,57.07,248.75,89.16
14hpf,54.35,5.5,21.76,5.73,14.11,7.4,2.3,2.4,29.06,21.12
16hpf,248.54,31.18,23.73,121.28,199.86,73.81,21.53,21.25,234.58,112.63
19hpf,128,0,6.98,28.87,21.01,1.91,14.79,1.98,10.15,15.18
24hpf,248.32,3.73,136.54,120.76,98.39,43.8,85.07,0.83,100.99,39.64
2dpf,353.91,2.45,38.19,35.55,134.47,261.48,60.34,3.98,72.4,48.58
3dpf,966.63,20.16,19.77,27.76,23.97,270.92,8.15,0,19.14,29.25
5dpf,151.46,15.95,109.13,73.55,31.96,435.84,41.48,12.34,60.54,186.14
10dpf,300.1,23.42,40.17,29.5,8.82,194.7,14.7,0,20.79,30.47
